SITE_ID,version,corr_uncorr_type_corr,flux_calc,openet_model,r2_corr,MAE_corr,MBE_corr,Latitude,Longitude,corr_uncorr_type_uncorr,r2_uncorr,MAE_uncorr,MBE_uncorr,r2_diff,MAE_diff,MBE_diff
Almond_High,v3,corr,Closed,SIMS,0.8998285639448728,16.922906572247285,3.1873910752540167,36.169669,-120.201004,uncorr,0.8965672248438068,18.74356472582939,7.525460996098699,0.003261339101065963,-1.8206581535821051,-4.338069920844683
Almond_Med,v3,corr,Closed,SIMS,0.907619482626554,21.08837318496413,9.252046139061852,36.177669,-120.202644999999,uncorr,0.9038362368453547,22.621198212431754,13.684448485808025,0.0037832457811992626,-1.5328250274676236,-4.432402346746173
BAR012,v3,corr,Closed,SIMS,0.9196663251922708,9.63176543006314,-3.7480758945053263,38.751,-122.975,uncorr,0.919735237880012,29.36815852319647,-29.36815852319647,-6.891268774122938e-05,-19.73639309313333,25.620082628691144
B_01,v3,corr,Closed,SIMS,0.9005337801830389,12.679559565663991,-1.8689918174392417,39.055,-119.134,uncorr,0.9016821386085182,19.636338549821417,-15.593708525982397,-0.0011483584254793344,-6.956778984157426,13.724716708543156
Ellendale,v3,corr,Closed,SIMS,0.7890558418638441,13.156209135205168,-2.4534792441176685,29.633321,-90.827662,uncorr,0.8108285442616274,23.627868246380626,-19.419385867007925,-0.021772702397783283,-10.471659111175457,16.965906622890255
ET_8,v3,corr,Closed,SIMS,0.9382010039761308,16.64605494316432,5.026492609255231,38.859,-119.764,uncorr,0.9323032487690744,17.526495489638233,-2.615923711814597,0.005897755207056377,-0.8804405464739133,7.642416321069828
LYS_SW,v3,corr,Closed,SIMS,0.95831126648863,25.26838882536408,-10.91086475094554,35.1861,-102.097938,uncorr,0.9579416386463592,25.399504308615793,-10.01215315575978,0.00036962784227079215,-0.13111548325171185,-0.8987115951857607
manilacotton,v3,corr,Closed,SIMS,0.911023118541498,14.479895303169126,11.26271317977674,35.8872,-90.1371,uncorr,0.8318729867065564,15.691153914583522,-10.034593728628774,0.07915013183494157,-1.2112586114143955,21.297306908405517
S2,v3,corr,Closed,SIMS,0.9537135358806654,10.492642626055082,-0.7451626218395941,43.41712,-118.61424,uncorr,0.9505415089881176,14.35368895618012,-9.605045004147922,0.003172026892547808,-3.8610463301250384,8.859882382308328
UA1_HartFarm,v3,corr,Closed,SIMS,0.9950525539512792,8.788757438214121,-7.004003669228237,33.0774250555555,-112.112065138888,uncorr,0.9957564504475545,8.898931444126509,-8.898931444126509,-0.0007038964962752248,-0.11017400591238768,1.8949277748982718
