SITE_ID,Latitude,Longitude,corr_uncorr_type_corr,r2_corr,MAE_corr,MBE_corr,corr_uncorr_type_uncorr,r2_uncorr,MAE_uncorr,MBE_uncorr,r2_diff,MAE_diff,MBE_diff
US-xSL,40.4619,-103.0293,Corrected,1.0,9.488838416788068,-9.488838416788068,Uncorrected,1.0,7.638838348242722,-7.638838348242722,0.0,1.8500000685453468,-1.8500000685453468
Almond_High,36.169669,-120.201004,Corrected,0.983563391671303,30.00849174258708,-30.00849174258708,Uncorrected,0.9841946404899108,24.74870242655204,-24.335574775475752,-0.0006312488186077658,5.2597893160350395,-5.672916967111327
Almond_Med,36.177669,-120.202644999999,Corrected,0.986137766556296,33.15932763151617,-33.15932763151617,Uncorrected,0.9868573385020452,27.798010667248995,-27.69710538286922,-0.0007195719457491201,5.361316964267175,-5.462222248646949
