SITE_ID,version,corr_uncorr_type_corr,flux_calc,openet_model,r2_corr,MAE_corr,MBE_corr,Latitude,Longitude,corr_uncorr_type_uncorr,r2_uncorr,MAE_uncorr,MBE_uncorr,r2_diff,MAE_diff,MBE_diff
Almond_High,v3,corr,Closed,ensemble_mean,0.801382185092784,0.8920523556240307,0.1154646211418087,36.169669,-120.201004,uncorr,0.8000422571577894,0.9018370850438988,0.1961042721608758,0.0013399279349946003,-0.009784729419868077,-0.08063965101906712
BAR012,v3,corr,Closed,ensemble_mean,0.7595515419351354,0.573782893921085,-0.2158296909587304,38.751,-122.975,uncorr,0.7240511989397668,0.7802534698931926,-0.557443877251294,0.03550034299536864,-0.2064705759721076,0.34161418629256357
LYS_NW,v3,corr,Closed,ensemble_mean,0.655588420527715,1.2355403243149237,0.2132566572177814,35.1881349999999,-102.097929,uncorr,0.6385768203726297,1.25588153288534,0.2297891278572197,0.017011600155085294,-0.020341208570416436,-0.0165324706394383
LYS_SE,v3,corr,Closed,ensemble_mean,0.7586605405356668,1.1432316186398903,0.1948616430098067,35.186095,-102.095559999999,uncorr,0.7507730316254234,1.1570447178845735,0.2099106533247097,0.007887508910243368,-0.013813099244683213,-0.015049010314902994
LYS_SW,v3,corr,Closed,ensemble_mean,0.7844200926645151,1.5427752002671122,0.7861404636788029,35.1861,-102.097938,uncorr,0.7756686202698182,1.5483459859885291,0.7904842916998764,0.008751472394696869,-0.005570785721416893,-0.004343828021073581
manilacotton,v3,corr,Closed,ensemble_mean,0.5067385843247004,1.088910610523274,0.7011944422412602,35.8872,-90.1371,uncorr,0.4575768562468221,0.983359614274624,0.2892764320177252,0.04916172807787833,0.10555099624864994,0.41191801022353497
SLM001,v3,corr,Closed,ensemble_mean,0.8559541356858633,0.5803789229382551,-0.1459180877263357,38.289,-121.118,uncorr,0.8540611287505556,0.6032614169506406,-0.2924370531232786,0.001893006935307695,-0.022882494012385513,0.14651896539694292
UA1_JV187,v3,corr,Closed,ensemble_mean,0.932438598856365,0.4312969361028708,0.0001745828127687,32.7065349444444,-114.708499,uncorr,0.924641736240837,0.4639298047655293,-0.0651083266951203,0.007796862615528033,-0.03263286866265852,0.06528290950788901
UA1_KN18,v3,corr,Closed,ensemble_mean,0.8324777104288242,0.2782925840700373,-0.1363739050144507,32.77623375,-114.588797555555,uncorr,0.8120098047485367,0.3293029451074506,-0.2126801670632835,0.020467905680287557,-0.0510103610374133,0.07630626204883278
UA2_JV330,v3,corr,Closed,ensemble_mean,0.5346358990314584,0.3261608096692585,0.3261608096692585,32.7122326666666,-114.574187555555,uncorr,0.5308619909445321,0.3009287150874149,0.2892374370569228,0.0037739080869262365,0.025232094581843556,0.03692337261233569
UA3_JV108,v3,corr,Closed,ensemble_mean,0.8801240971720136,0.6476300112380639,0.4561541388567386,32.7207299166666,-114.705979805555,uncorr,0.8783917282105014,0.5831181766047773,0.3621025207598093,0.0017323689615121873,0.06451183463328658,0.0940516180969293
US-A74,v3,corr,Closed,ensemble_mean,0.7277890248259894,0.6267975636816309,0.3962156911505962,36.808464,-97.548854,uncorr,0.7237639500575531,0.5771651979354122,0.3001186694182886,0.004025074768436276,0.049632365746218654,0.09609702173230761
US-Bi1,v3,corr,Closed,ensemble_mean,0.8551102035148672,0.7384475651457559,0.4939012089937151,38.0991537999999,-121.49933,uncorr,0.8539682692810401,0.6444086629985356,0.2700052123332573,0.0011419342338271354,0.09403890214722033,0.22389599666045779
US-Bi2,v3,corr,Closed,ensemble_mean,0.8556378517102508,0.6690453993684771,0.3324169933907246,38.109,-121.535,uncorr,0.8481796759289159,0.6308462886162947,0.1478268888694133,0.007458175781334897,0.03819911075218241,0.1845901045213113
US-Bkg,v3,corr,Closed,ensemble_mean,0.7472329466991652,0.8796226613145489,0.6585174583882399,44.34529,-96.83617,uncorr,0.7467639663916935,0.7988838314753517,0.4893232446312687,0.00046898030747166697,0.08073882983919722,0.16919421375697125
US-Br3,v3,corr,Closed,ensemble_mean,0.749605588453386,0.8201616015272805,0.5229408121436742,41.97472,-93.69357,uncorr,0.7487881458055602,0.7864910079855276,0.3029264395426811,0.0008174426478257946,0.033670593541752836,0.22001437260099305
US-CRT,v3,corr,Closed,ensemble_mean,0.7559638984900242,1.2203270744750865,1.1122258103271874,41.628495,-83.347086,uncorr,0.7511493473424847,1.1774435049868597,1.0029303622515948,0.004814551147539481,0.0428835694882268,0.10929544807559255
JPL1_Smith5,v3,corr,Closed,ensemble_mean,0.91761586631651,0.5307789098000801,0.5223551803498618,32.6974669444444,-114.519512111111,uncorr,0.9113630659671912,0.4540510085576509,0.355607832548054,0.006252800349318854,0.07672790124242923,0.16674734780180783
US-IB1,v3,corr,Closed,ensemble_mean,0.8035859704415933,0.7952777599644535,0.5932942143954464,41.8593,-88.22273,uncorr,0.8023605282829933,0.7306266482725601,0.4163376431587219,0.0012254421585999875,0.06465111169189341,0.17695657123672448
US-KLS,v3,corr,Closed,ensemble_mean,0.4822555096132068,1.093273193283807,-0.0640453775095674,38.7745,-97.5684,uncorr,0.4730229559745969,1.1210289015348929,-0.2149856316467442,0.009232553638609864,-0.027755708251085975,0.1509402541371768
US-OF1,v3,corr,Closed,ensemble_mean,0.8755573464575502,1.2444289494208751,1.2361581879643944,35.7370669999999,-90.0492,uncorr,0.8646539850381391,0.8894909349848698,0.808732307429049,0.010903361419411173,0.35493801443600537,0.42742588053534536
US-OF2,v3,corr,Closed,ensemble_mean,0.3181207024153892,2.0067924941495123,2.0067924941495123,35.7406,-90.0489,uncorr,0.172921755583277,1.6626119658497367,1.5254792028738269,0.1451989468321122,0.34418052829977563,0.48131329127568545
US-OF4,v3,corr,Closed,ensemble_mean,0.4952406169007047,1.8698998099359323,1.5194608766944728,35.734346,-90.037982,uncorr,0.2302227420812567,1.4956297704882706,0.8683050600335767,0.265017874819448,0.3742700394476617,0.6511558166608962
US-Ro1,v3,corr,Closed,ensemble_mean,0.729251258818461,0.9449138102597996,0.6017155876897603,44.7143,-93.0898,uncorr,0.7269539182989262,0.8957972614893861,0.303443861634487,0.002297340519534785,0.04911654877041349,0.2982717260552733
US-Ro2,v3,corr,Closed,ensemble_mean,0.6077769194964139,0.9650457802574446,0.5551757938495449,44.7288,-93.0888,uncorr,0.5829183333239774,0.8643067629429078,0.2455331204890473,0.024858586172436525,0.10073901731453683,0.30964267336049756
US-Ro3,v3,corr,Closed,ensemble_mean,0.8146721643612291,0.6658763367338203,0.3867831793993777,44.7217,-93.0893,uncorr,0.8042667095350785,0.6264080189829047,0.0851457927843951,0.010405454826150629,0.03946831775091564,0.30163738661498257
US-Tw2,v3,corr,Closed,ensemble_mean,0.5758984112197427,0.8343865167236842,0.4085581773912629,38.1047,-121.6433,uncorr,0.5322624952150473,0.8764180690702776,0.1677440266601991,0.04363591600469541,-0.04203155234659339,0.24081415073106377
US-Twt,v3,corr,Closed,ensemble_mean,0.8795584359999519,0.7006747065584682,-0.0891892624173104,38.1087203999999,-121.6531,uncorr,0.8787464294689525,0.7329656615167688,-0.2319249305151235,0.0008120065309993318,-0.03229095495830059,0.1427356680978131
