SITE_ID,version,corr_uncorr_type_corr,flux_calc,openet_model,r2_corr,MAE_corr,MBE_corr,Latitude,Longitude,corr_uncorr_type_uncorr,r2_uncorr,MAE_uncorr,MBE_uncorr,r2_diff,MAE_diff,MBE_diff
Almond_High,v3,corr,Closed,SSEBOP,0.7529391842434879,1.0703291418906975,-0.677913608858165,36.169669,-120.201004,uncorr,0.7553315512814285,1.009634147286148,-0.4909628781320452,-0.002392367037940546,0.06069499460454941,-0.18695073072611978
Almond_Med,v3,corr,Closed,SSEBOP,0.8160394937405258,0.988038695736946,-0.3793189466384939,36.177669,-120.202644999999,uncorr,0.8201133264492247,0.9469902445721148,-0.1860506285330545,-0.004073832708698988,0.041048451164831246,-0.1932683181054394
US-xSL,v3,corr,Closed,SSEBOP,0.3502457939301371,0.9324598761349162,0.6538781723133967,40.4619,-103.0293,uncorr,0.3595484157501203,0.9302093721346576,0.654054913911453,-0.009302621819983203,0.002250504000258613,-0.00017674159805625145
