SITE_ID,version,corr_uncorr_type_corr,flux_calc,openet_model,r2_corr,MAE_corr,MBE_corr,Latitude,Longitude,corr_uncorr_type_uncorr,r2_uncorr,MAE_uncorr,MBE_uncorr,r2_diff,MAE_diff,MBE_diff
Almond_High,v3,corr,Closed,ensemble_mean,0.9126174476585336,17.224151009278085,2.338172181967044,36.169669,-120.201004,uncorr,0.9122812013571674,17.25082212135601,4.634850968648989,0.00033624630136619427,-0.026671112077924164,-2.296678786681945
BAR012,v3,corr,Closed,ensemble_mean,0.9304523438562584,9.368371350213769,-6.0542902239527825,38.751,-122.975,uncorr,0.9095086068347388,15.251670005391308,-15.251670005391308,0.020943737021519637,-5.883298655177539,9.197379781438524
Ellendale,v3,corr,Closed,ensemble_mean,0.8191496817049306,17.740259879474717,15.718336098611337,29.633321,-90.827662,uncorr,0.7977942243361138,18.512283227360435,12.352794561540538,0.021355457368816833,-0.7720233478857175,3.365541537070799
LYS_NE,v3,corr,Closed,ensemble_mean,0.8289848473796022,19.12331741825144,2.9695951946522587,35.188127,-102.095543,uncorr,0.8091754474568034,20.139875437682058,4.438981239772906,0.019809399922798843,-1.0165580194306187,-1.4693860451206469
LYS_NW,v3,corr,Closed,ensemble_mean,0.9014801094559944,21.983348901531,1.8254552149825751,35.1881349999999,-102.097929,uncorr,0.9010620087487974,22.103564417484293,2.2530305634369228,0.0004181007071970555,-0.12021551595329427,-0.42757534845434764
LYS_SE,v3,corr,Closed,ensemble_mean,0.8642486015463317,19.97640637974592,0.1532325950189597,35.186095,-102.095559999999,uncorr,0.8558411466105187,20.18769438735786,0.833131288375444,0.008407454935812964,-0.21128800761193745,-0.6798986933564843
LYS_SW,v3,corr,Closed,ensemble_mean,0.9086224623604042,34.70648911754938,14.919977088269,35.1861,-102.097938,uncorr,0.9093214839576584,34.86224984810412,15.384184309095112,-0.0006990215972542124,-0.15576073055473927,-0.4642072208261112
S2,v3,corr,Closed,ensemble_mean,0.9536648457151092,9.774913731867146,0.2441293147745675,43.41712,-118.61424,uncorr,0.9531247611158956,10.846247525888892,-4.882307663774584,0.0005400845992136194,-1.0713337940217453,5.126436978549151
SLM001,v3,corr,Closed,ensemble_mean,0.8972413447972165,14.89498945591854,-4.188944182676265,38.289,-121.118,uncorr,0.8918170069373555,17.749034045939407,-10.49222007769021,0.0054243378598609615,-2.8540445900208677,6.303275895013945
UA1_HartFarm,v3,corr,Closed,ensemble_mean,0.9996499797430884,3.0814691471981916,-3.0814691471981916,33.0774250555555,-112.112065138888,uncorr,0.999606625793982,4.090306406219192,-4.090306406219192,4.3353949106483824e-05,-1.008837259021,1.008837259021
UA1_KN18,v3,corr,Closed,ensemble_mean,1.0,15.166902641140958,15.166902641140958,32.77623375,-114.588797555555,uncorr,1.0,15.256147087969794,15.256147087969794,0.0,-0.08924444682883603,-0.08924444682883603
UA2_JV330,v3,corr,Closed,ensemble_mean,,3.848047203782471,-3.848047203782471,32.7122326666666,-114.574187555555,uncorr,,5.051395276166794,-5.051395276166794,,-1.2033480723843226,1.2033480723843226
US-AR1,v3,corr,Closed,ensemble_mean,0.7355554284462539,22.163535584210248,-21.57278870243474,36.4267,-99.42,uncorr,0.7315976745323683,22.869665874832013,-22.239556315351013,0.003957753913885531,-0.7061302906217648,0.6667676129162743
US-ARM,v3,corr,Closed,ensemble_mean,0.830817843627497,11.826200182452416,-4.234487891814198,36.6058,-97.4888,uncorr,0.8361940448250846,12.993065637597027,-6.682406138395067,-0.005376201197587638,-1.1668654551446114,2.447918246580869
